name,calories,fat,carbs,restaurant
Caffe Mocha ,380,16,50,Panera Bread
Chai Tea Latte ,200,4,33,Panera Bread
Orange Juice - Small ,110,0,26,Panera Bread
Panera Kids Deli Sandwich - Smoked Turkey ,290,8,35,Panera Bread
Nuggets (4 Pcs),150,9,10,Popeye's
Bonafide Mild Chicken (Leg),160,9,5,Popeye's
Nuggets (6 Pcs),230,14,14,Popeye's
Popcorn Shrimp,330,9,28,Popeye's
Cajun Fries,770,41,89,Popeye's
Onion Rings,280,19,25,Popeye's
Hashbrowns,360,20,41,Popeye's
Bonafide Spicy Chicken (Breast),420,27,13,Popeye's
Chicken &amp; Sausage Jambalaya,220,11,20,Popeye's
Cajun Rice,170,5,25,Popeye's
Cole Slaw,220,15,19,Popeye's
Sausage &amp; Gravy Biscuit,510,33,42,Popeye's
Bonafide Spicy Chicken (Wing),210,14,8,Popeye's
Chicken Po' Boy,660,34,61,Popeye's
Bonafide Spicy Chicken (Leg),170,10,5,Popeye's
Shrimp Po' Boy,690,42,66,Popeye's
Red Beans&amp; Rice,230,14,23,Popeye's
Egg &amp; Sausage Biscuit,690,45,43,Popeye's
Bonafide Spicy Chicken (Thigh),260,18,8,Popeye's
Blackened Bbq Chicken Po' Boy,340,7,49,Popeye's
Red Beans&amp; Rice,690,42,69,Popeye's
Bacon Biscuit,400,25,37,Popeye's
Bonafide Mild Chicken (Breast),440,27,16,Popeye's
Loaded Chicken Wrap,310,13,33,Popeye's
Baguette,90,2,18,Popeye's
Mashed Potatoes,110,4,18,Popeye's
Sausage Biscuit,540,36,41,Popeye's
Sliced Pecan Pie,410,21,52,Popeye's
Bonafide Mild Chicken (Thigh),280,21,7,Popeye's
Blackened Tenders (3 Pcs),170,2,2,Popeye's
Biscuit,260,15,26,Popeye's
Macaroni &amp; Cheese,600,21,78,Popeye's
Chicken Biscuit,490,26,47,Popeye's
Mardi Gras Cheesecake,310,19,32,Popeye's
Bonafide Mild Chicken (Wing),210,14,8,Popeye's
Mild Tenders (3 Pcs),340,14,26,Popeye's
Butterfly Shrimp (8 Shrimp),290,17,21,Popeye's
Corn On The Cob,190,2,37,Popeye's
Onion Rings,560,38,50,Popeye's
Hot Cinnamon Apple Pie,320,6,40,Popeye's
Spicy Tenders (3 Pcs),310,15,16,Popeye's
Catfish Fillet,460,29,27,Popeye's
Macaroni &amp; Cheese,200,7,26,Popeye's
Onion Rings,830,56,74,Popeye's
Mississippi Mud Pie,280,7,51,Popeye's
Chicken Livers (10),1190,80,65,Popeye's
Cajun Fries,260,14,30,Popeye's
Cajun Rice,510,15,75,Popeye's
Cole Slaw,660,46,58,Popeye's
Grits,370,5,80,Popeye's
Mashed Potatoes,330,12,54,Popeye's
Egg Biscuit,510,29,41,Popeye's
Hot Sweet Potato Pie,350,19,41,Popeye's
Classic Italian (Small),540,29,45,Quiznos
Ultimate Turkey Club (Regular),730,31,71,Quiznos
Mesquite Chicken (Large),1190,53,99,Quiznos
California Chicken Club (Small),530,25,47,Quiznos
Black Angus on Rosemary Parmesan (Regular),770,30,84,Quiznos
Basil Pesto Chicken (Small),380,16,3,Quiznos
Harvest Chicken (Wrap),820,37,109,Quiznos
Mediterranean Chicken (Small),390,32,9,Quiznos
Broccoli Cheese (Bread Bowl),740,22,106,Quiznos
Cinnamon Sugar Cookie,510,22,73,Quiznos
Lobster &amp; Seafood Salad (Large),550,50,18,Quiznos
Turkey Bacon Guacamole,1160,57,106,Quiznos
Honey Bacon Club (Small),480,21,51,Quiznos
Pestos (Regular),770,31,71,Quiznos
Peppercorn Prime Rib (Large),1110,57,99,Quiznos
Prime Rib Philly (Small),560,28,50,Quiznos
Chicken Bacon Ranch (Large),810,39,60,Quiznos
Cobb (Large),620,52,13,Quiznos
Turkey Club (Slider),250,10,25,Quiznos
Chicken Noodle (Large),210,7,26,Quiznos
Triple Play Cheese Melt,260,11,29,Quiznos
Lobster &amp; Seafood Salad (Small),350,32,10,Quiznos
Turkey Bacon Guacamole (Regular),850,42,77,Quiznos
Meatball (Large),1250,72,104,Quiznos
Pestos (Small),450,18,44,Quiznos
Peppercorn Prime Rib (Regular),810,42,72,Quiznos
French Dip (Large),1200,66,101,Quiznos
Chicken Bacon Ranch (Small),460,23,34,Quiznos
Cobb (Small),310,26,7,Quiznos
Smoky Chipotle Turkey (Slider),250,12,24,Quiznos
Marinara,260,10,31,Quiznos
Lobster &amp; Seafood Salad Sub (Regular),760,41,75,Quiznos
Classic Italian (Large),1150,61,99,Quiznos
Meatball (Small),590,35,48,Quiznos
Chicken Carbonara (Regular),920,44,69,Quiznos
California Chicken Club (Large),1210,54,104,Quiznos
French Dip (Small),560,30,48,Quiznos
Greek Chicken (Small),430,21,34,Quiznos
Honey Mustard Chicken  (Large),720,56,27,Quiznos
Mediterranean Chicken (Wrap),1080,71,71,Quiznos
Marshmallow Treat,340,8,66,Quiznos
Lobster &amp; Seafood Salad Sub (Large),1020,57,98,Quiznos
Turkey Bacon Guacamole (Small),540,27,49,Quiznos
Meatball (Regular),950,56,77,Quiznos
Chicken Carbonara (Large),1280,61,95,Quiznos
Peppercorn Prime Rib (Small),520,26,45,Quiznos
French Dip (Regular),880,48,74,Quiznos
Greek Chicken (Large),750,36,60,Quiznos
Honey Mustard Chicken (Wrap),1030,64,80,Quiznos
Meatball (Slider),360,21,28,Quiznos
Monster Meatball,330,19,27,Quiznos
Lobster &amp; Seafood Salad Sub (Small),480,25,47,Quiznos
Classic Italian (Regular),850,45,72,Quiznos
Ultimate Turkey Club (Large),990,42,98,Quiznos
Chicken Carbonara (Small),550,27,43,Quiznos
California Chicken Club (Regular),870,40,75,Quiznos
Black Angus on Rosemary Parmesan (Large),1050,41,115,Quiznos
Basil Pesto Chicken (Large),680,28,5,Quiznos
Honey Mustard Chicken (Small),360,28,14,Quiznos
Mediterranean Chicken (Large),770,63,18,Quiznos
Chocolate Brownie,400,20,54,Quiznos
6 Meat Deli Stack (Large),1060,48,101,Quiznos
Ultimate Turkey Club (Small),470,20,45,Quiznos
Mesquite Chicken (Regular),850,38,72,Quiznos
Baja Chicken (Large),1350,65,113,Quiznos
Black Angus on Rosemary Parmesan (Small),500,20,52,Quiznos
Little Italy (Large),790,45,3,Quiznos
Harvest Chicken (Large),510,29,56,Quiznos
Peppercorn Caesar with Chicken (Wrap),1050,70,68,Quiznos
Broccoli Cheese (Large),270,14,24,Quiznos
Ultimate Chocolate Chunk Cookie,500,24,68,Quiznos
Lobster &amp; Seafood Salad (Wrap),860,58,71,Quiznos
The Traditional (Small),450,20,45,Quiznos
Honey Bacon Club (Regular),770,33,81,Quiznos
Pestos (Large),1080,43,98,Quiznos
Double Cheese Prime Rib (Small),520,25,47,Quiznos
Prime Rib Philly (Regular),890,45,80,Quiznos
Sonoma Turkey (Small),360,15,35,Quiznos
Cobb (Wrap),930,60,66,Quiznos
"Beef, Bacon and Cheddar (Slider)",260,11,25,Quiznos
Chili (Small),280,11,27,Quiznos
6 Meat Deli Stack (Small),500,23,46,Quiznos
The Traditional (Regular),720,32,72,Quiznos
Honey Bacon Club (Large),1080,46,114,Quiznos
Baja Chicken (Small),590,29,51,Quiznos
Double Cheese Prime Rib (Regular),810,38,75,Quiznos
Prime Rib Philly (Large),1110,57,99,Quiznos
Sonoma Turkey (Large),610,25,61,Quiznos
Peppercorn Caesar with Chicken (Small),370,31,7,Quiznos
BLT Classic (Slider),220,9,24,Quiznos
Chili (Large),430,17,40,Quiznos
6 Meat Deli Stack (Regular),780,36,73,Quiznos
The Traditional (Large),980,44,99,Quiznos
Mesquite Chicken (Small),510,24,45,Quiznos
Baja Chicken  (Regular),970,47,82,Quiznos
Double Cheese Prime Rib (Large),1110,52,102,Quiznos
Little Italy (Small),480,28,2,Quiznos
Harvest Chicken (Small),260,14,28,Quiznos
Peppercorn Caesar with Chicken (Large),740,62,15,Quiznos
Broccoli Cheese (Small),180,9,17,Quiznos
Chili (Bread Bowl),840,24,115,Quiznos
All-American Patty Melt,1315,98,60,Red Robin Gourmet Burgers
Burnin Love Burger,931,60,54,Red Robin Gourmet Burgers
BLTA Croissant,763,44,56,Red Robin Gourmet Burgers
Jump Starter Cheese Sticks,603,33,48,Red Robin Gourmet Burgers
Creamy Spinach &amp; Artichoke Dip,1117,60,101,Red Robin Gourmet Burgers
Southwest Grilled Chicken Salad,870,55,43,Red Robin Gourmet Burgers
Triple S Riblets &amp; Chicken Combo,1274,59,87,Red Robin Gourmet Burgers
Buffalo Clucks &amp; Fries,1696,121,100,Red Robin Gourmet Burgers
Coleslaw,252,18,23,Red Robin Gourmet Burgers
House Salad,115,3,10,Red Robin Gourmet Burgers
Rad Garden Burger,282,6,40,Red Robin Gourmet Burgers
Kids Raspberry Limeade,112,0,29,Red Robin Gourmet Burgers
Kid's Chocolate Milkshake,437,16,71,Red Robin Gourmet Burgers
Kids Groovy Smoothie,207,2,49,Red Robin Gourmet Burgers
Birthday Sundae,376,18,49,Red Robin Gourmet Burgers
Monster Malt Banana,815,30,129,Red Robin Gourmet Burgers
Monster Malt Raspberry,1105,30,168,Red Robin Gourmet Burgers
Monster Shake Vanilla,588,28,83,Red Robin Gourmet Burgers
Cherry Lime Flip,260,0,43,Red Robin Gourmet Burgers
Tropical Mai Tai,277,0,38,Red Robin Gourmet Burgers
One Great Margarita - Peach,291,0,48,Red Robin Gourmet Burgers
Pub Burger,957,55,57,Red Robin Gourmet Burgers
Natural Burger,571,24,52,Red Robin Gourmet Burgers
Caesar's Chicken Wrap,851,43,69,Red Robin Gourmet Burgers
Chili Chili con Queso,1370,88,109,Red Robin Gourmet Burgers
Just-In Quesadilla w/Chicken,1136,60,78,Red Robin Gourmet Burgers
Avo-Cobb-o Salad,726,37,40,Red Robin Gourmet Burgers
Triple S Riblets &amp; Clucks Combo,1241,70,78,Red Robin Gourmet Burgers
Ensenada Chicken Platter 2pc,720,38,24,Red Robin Gourmet Burgers
Chicken Tortilla Soup Cup,207,10,16,Red Robin Gourmet Burgers
Carnival Corn Dog,295,12,36,Red Robin Gourmet Burgers
Rad Robin Burger,286,12,28,Red Robin Gourmet Burgers
Kid's Root Beer Float,138,3,30,Red Robin Gourmet Burgers
Kid's Banana Malt,471,18,73,Red Robin Gourmet Burgers
Kid's Vanilla Milkshake,323,15,45,Red Robin Gourmet Burgers
Peach Iced Tea,103,0,26,Red Robin Gourmet Burgers
Classic Banana Malt,471,18,73,Red Robin Gourmet Burgers
Monster Malt Strawberry,749,30,113,Red Robin Gourmet Burgers
Monster Rookie Magic Shake,883,40,127,Red Robin Gourmet Burgers
Classic Mojito,240,0,40,Red Robin Gourmet Burgers
Bailey's Irish Cream Shake,381,17,40,Red Robin Gourmet Burgers
Gold Margarita - Mango,390,0,74,Red Robin Gourmet Burgers
The Banzai Burger®,1037,62,68,Red Robin Gourmet Burgers
Whiskey River BBQ Chicken Sandwich,959,51,72,Red Robin Gourmet Burgers
Whiskey River BBQ Chicken Wrap,1120,62,83,Red Robin Gourmet Burgers
Jump Starter Jalapeno Coins,773,61,49,Red Robin Gourmet Burgers
Just-In Quesadilla Vegetarian,938,53,77,Red Robin Gourmet Burgers
Crispy Chicken Tender Salad,1450,97,86,Red Robin Gourmet Burgers
Clam Strips,1440,84,139,Red Robin Gourmet Burgers
Ensenada Chicken Platter 1pc,579,36,24,Red Robin Gourmet Burgers
"Clam Chowder Soup, Cup",347,22,25,Red Robin Gourmet Burgers
Cheesy Mac 'n Cheesy,420,22,42,Red Robin Gourmet Burgers
Rad Turkey Burger,403,22,29,Red Robin Gourmet Burgers
Kid's Apple Slices,20,0,8,Red Robin Gourmet Burgers
Kid's Chocolate Malt,509,18,83,Red Robin Gourmet Burgers
Kid's Strawberry Milkshake,334,15,48,Red Robin Gourmet Burgers
Freckled Lemonade,126,0,32,Red Robin Gourmet Burgers
Classic Chocolate Malt,509,18,83,Red Robin Gourmet Burgers
Monster Malt Vanilla,757,31,113,Red Robin Gourmet Burgers
Classic Vanilla Milkshake,323,15,45,Red Robin Gourmet Burgers
Electric Watermelon,360,0,47,Red Robin Gourmet Burgers
Strawberry Daiquiri,225,0,35,Red Robin Gourmet Burgers
Gold Margarita - Frozen,169,0,18,Red Robin Gourmet Burgers
Bleu Ribbon Burger,1001,57,70,Red Robin Gourmet Burgers
Chicken Caprese Sandwich,676,29,52,Red Robin Gourmet Burgers
Crispy Arctic Cod Sandwich,608,29,62,Red Robin Gourmet Burgers
Guacamole &amp; Salsa with Chips,780,46,87,Red Robin Gourmet Burgers
Nacho Ordinary Chili Nachos w/Chicken,2090,131,133,Red Robin Gourmet Burgers
Mighty Caesar w/ Grilled Chicken Salad,800,47,43,Red Robin Gourmet Burgers
Southwest Chicken Pasta,1170,45,128,Red Robin Gourmet Burgers
Jumbo Shrimp &amp; Slaw Platter,1256,56,148,Red Robin Gourmet Burgers
"French Onion Soup, Cup",254,13,22,Red Robin Gourmet Burgers
Chick-Chick-Chicken Fingers Kid's Meal,372,22,19,Red Robin Gourmet Burgers
Red Robinetti Spaghetti,297,2,56,Red Robin Gourmet Burgers
Kid's Steak Fries,217,9,30,Red Robin Gourmet Burgers
Kid's Peach Malt,471,18,73,Red Robin Gourmet Burgers
Kid's Banana Milkshake,378,15,59,Red Robin Gourmet Burgers
Freckled Lemonade Light,68,0,17,Red Robin Gourmet Burgers
Classic Peach Malt,471,18,73,Red Robin Gourmet Burgers
Monster Shake Banana,646,27,99,Red Robin Gourmet Burgers
Classic Strawberry Milkshake,334,15,48,Red Robin Gourmet Burgers
Flat On Your Beak,280,0,31,Red Robin Gourmet Burgers
Peach Daiquiri,255,0,45,Red Robin Gourmet Burgers
One Great Margarita-Mango,395,0,73,Red Robin Gourmet Burgers
Royal Red Robin Burger®,1126,83,52,Red Robin Gourmet Burgers
Simply Grilled Chicken Sandwich,420,8,51,Red Robin Gourmet Burgers
Grilled Salmon Sandwich,569,22,52,Red Robin Gourmet Burgers
Towering Onion Rings®,1770,112,171,Red Robin Gourmet Burgers
Nacho Ordinary Chili Nachos,1963,129,132,Red Robin Gourmet Burgers
Mighty Caesar w/ Blackened Chicken Salad,800,47,43,Red Robin Gourmet Burgers
Southwest Pasta w/o Chicken,1030,42,128,Red Robin Gourmet Burgers
Red Robin Steak Fries,434,18,60,Red Robin Gourmet Burgers
Red's Homemade Chili Chili™ - Cup,276,16,13,Red Robin Gourmet Burgers
Chick-n-Cheese Quesadilla,568,26,33,Red Robin Gourmet Burgers
Red's Cheese Pizza,605,27,58,Red Robin Gourmet Burgers
Kid's Side Baby Carrots &amp; Ranch,300,30,6,Red Robin Gourmet Burgers
Kid's Raspberry Malt,666,18,99,Red Robin Gourmet Burgers
Kid's Raspberry Milkshake,271,15,33,Red Robin Gourmet Burgers
Raspberry Iced Tea,103,0,26,Red Robin Gourmet Burgers
Classic Raspberry Malt,666,18,99,Red Robin Gourmet Burgers
Monster Shake Chocolate,735,28,118,Red Robin Gourmet Burgers
Classic Banana Milkshake,378,15,59,Red Robin Gourmet Burgers
Strawberry Lemon Vojito,240,0,29,Red Robin Gourmet Burgers
Banana Daiquiri,353,0,66,Red Robin Gourmet Burgers
Platinum Patron Margarita,180,0,19,Red Robin Gourmet Burgers
Gourmet Cheeseburger,934,60,54,Red Robin Gourmet Burgers
Teriyaki Chicken Sandwich,900,47,65,Red Robin Gourmet Burgers
Grilled Turkey Burger,642,37,50,Red Robin Gourmet Burgers
Triple S Riblet Appetizer,884,47,62,Red Robin Gourmet Burgers
RR's Buzzard Wings®,1076,84,4,Red Robin Gourmet Burgers
Mighty Caesar w/ Grilled Salmon Salad,865,51,43,Red Robin Gourmet Burgers
Triple S Riblet &amp; Classic Creamy Mac n Cheese,1921,117,121,Red Robin Gourmet Burgers
Steamed Carrots,40,0,9,Red Robin Gourmet Burgers
Chicken Tortilla Soup Bowl,414,20,32,Red Robin Gourmet Burgers
Grilled Cheesewich,430,29,31,Red Robin Gourmet Burgers
Red's Pizzeria Pizza,690,35,58,Red Robin Gourmet Burgers
Kid's Melon Wedges,61,0,15,Red Robin Gourmet Burgers
Kid's Strawberry Malt,426,18,62,Red Robin Gourmet Burgers
Kid's Peach Milkshake,378,15,59,Red Robin Gourmet Burgers
Pomegranate Iced Tea,96,0,23,Red Robin Gourmet Burgers
Classic Strawberry Malt,426,18,62,Red Robin Gourmet Burgers
Classic Rookie Magic Shake,586,27,83,Red Robin Gourmet Burgers
Classic Raspberry Milkshake,271,15,33,Red Robin Gourmet Burgers
T.N.T.,240,0,28,Red Robin Gourmet Burgers
Raspberry Daiquiri,550,0,82,Red Robin Gourmet Burgers
Ultimate Margarita - Rocks,189,0,20,Red Robin Gourmet Burgers
Red Robin Bacon Cheeseburger,1036,69,52,Red Robin Gourmet Burgers
Bruschetta Chicken Sandwich,671,30,55,Red Robin Gourmet Burgers
Garden Burger,479,13,74,Red Robin Gourmet Burgers
Jump Starter Kettle-Cooked Chips,725,56,50,Red Robin Gourmet Burgers
Apple Harvest Chicken Salad,812,44,64,Red Robin Gourmet Burgers
Mighty Caesar Salad,648,44,43,Red Robin Gourmet Burgers
Reds Nantucket Seafood Scatter,1139,69,87,Red Robin Gourmet Burgers
Classic Creamy Mac n Cheese,410,25,28,Red Robin Gourmet Burgers
"Clam Chowder Soup, Bowl",695,43,50,Red Robin Gourmet Burgers
Chick On A Stick,152,4,0,Red Robin Gourmet Burgers
Kid's Chocolate Milk,274,9,39,Red Robin Gourmet Burgers
Kid's Side Salad,38,1,7,Red Robin Gourmet Burgers
Kid's Vanilla Malt,414,18,60,Red Robin Gourmet Burgers
Hot Fudge Sundae,800,36,111,Red Robin Gourmet Burgers
Very Berry Raspberry Limeade,202,0,50,Red Robin Gourmet Burgers
Classic Vanilla Malt,414,18,60,Red Robin Gourmet Burgers
Monster Shake Mint Brownie,848,42,120,Red Robin Gourmet Burgers
Classic Peach Milkshake,378,15,59,Red Robin Gourmet Burgers
Screaming Red Zombie,280,0,32,Red Robin Gourmet Burgers
One Great Margarita-Frozen,197,0,24,Red Robin Gourmet Burgers
Gold Margarita - Rocks,174,0,20,Red Robin Gourmet Burgers
Sautéed 'Shroom Burger,961,56,58,Red Robin Gourmet Burgers
Crispy Chicken Sandwich,912,54,70,Red Robin Gourmet Burgers
Lettuce-Wrap Your Burger,422,27,8,Red Robin Gourmet Burgers
Jump Starter Mushrooms,320,12,44,Red Robin Gourmet Burgers
Grilled Chicken alla Caprese,646,34,35,Red Robin Gourmet Burgers
Classic Creamy Mac 'N' Cheese,1230,73,91,Red Robin Gourmet Burgers
Prime Rib Dip,1008,55,74,Red Robin Gourmet Burgers
Steamed Broccoli,30,0,6,Red Robin Gourmet Burgers
"French Onion Soup, Bowl",508,25,45,Red Robin Gourmet Burgers
Parmesan Noodles,427,24,43,Red Robin Gourmet Burgers
Kid's Milk,220,12,16,Red Robin Gourmet Burgers
Kid's Mandarin Oranges,28,0,7,Red Robin Gourmet Burgers
Kid's Strawberry Smoothie,122,0,30,Red Robin Gourmet Burgers
Hot Apple Crisp,784,13,165,Red Robin Gourmet Burgers
Hawaiian Heart Throb Smoothie,431,3,100,Red Robin Gourmet Burgers
Classic Mint Brownie Shake,479,24,66,Red Robin Gourmet Burgers
Monster Shake Peach,646,27,99,Red Robin Gourmet Burgers
Kahlua Jamaican Shake,313,11,38,Red Robin Gourmet Burgers
Nuclear Ice Tea,280,0,24,Red Robin Gourmet Burgers
One Great Margarita - Rocks,191,0,22,Red Robin Gourmet Burgers
Gold Margarita - Strawberry,203,0,25,Red Robin Gourmet Burgers
Guacamole Bacon Burger,1052,64,56,Red Robin Gourmet Burgers
California Chicken Sandwich,829,43,53,Red Robin Gourmet Burgers
Vegan Boca Burger,546,21,62,Red Robin Gourmet Burgers
Jump Starter Zucchini,435,39,15,Red Robin Gourmet Burgers
Mighty Caesar w/ Blackened Salmon Salad,790,48,43,Red Robin Gourmet Burgers
Triple S Riblet Basket,1430,85,59,Red Robin Gourmet Burgers
Arctic Cod Fish &amp; Chips,1117,67,83,Red Robin Gourmet Burgers
Kettle-Cooked Chips,725,56,50,Red Robin Gourmet Burgers
Red's Homemade Chili Chili™ - Bowl,551,32,26,Red Robin Gourmet Burgers
Rad Vegan Boca Burger,289,4,39,Red Robin Gourmet Burgers
Kid's Freckled Lemonade,80,0,21,Red Robin Gourmet Burgers
Kid's Side Broccoli,20,0,4,Red Robin Gourmet Burgers
Kid's Rookie Magic Milkshake,586,27,83,Red Robin Gourmet Burgers
Mountain High Mudd Pie,1373,63,184,Red Robin Gourmet Burgers
Groovy Smoothie,314,2,76,Red Robin Gourmet Burgers
Monster Malt Chocolate,904,31,148,Red Robin Gourmet Burgers
Monster Shake Raspberry,936,27,138,Red Robin Gourmet Burgers
Jungle Shake,453,15,56,Red Robin Gourmet Burgers
Absolut Lemonade,202,0,31,Red Robin Gourmet Burgers
One Great Margarita - Strawberry,251,0,36,Red Robin Gourmet Burgers
Gold Margarita - Raspberry,463,0,67,Red Robin Gourmet Burgers
Wiskey River BBQ Burger,1119,68,72,Red Robin Gourmet Burgers
A.1.® Peppercorn Burger,1029,59,69,Red Robin Gourmet Burgers
Blackened Chicken Sandwich,686,33,52,Red Robin Gourmet Burgers
Jump Starter Onion Rings,653,38,71,Red Robin Gourmet Burgers
Jump Starter Clam Strips,670,50,42,Red Robin Gourmet Burgers
Simply Grilled Chicken Salad,567,22,45,Red Robin Gourmet Burgers
Clucks &amp; Shrimp Combo,1067,70,69,Red Robin Gourmet Burgers
Clucks &amp; Fries,1452,92,100,Red Robin Gourmet Burgers
Melon Wedges,61,0,15,Red Robin Gourmet Burgers
Side Caesar Salad,313,21,21,Red Robin Gourmet Burgers
Rad Chicken Burger,302,6,28,Red Robin Gourmet Burgers
Kid's Freckled Lemonade light,31,0,8,Red Robin Gourmet Burgers
Kid's Mint Brownie Shake,479,24,66,Red Robin Gourmet Burgers
Kids Hawaiian Heart Throb Smoothie,300,2,69,Red Robin Gourmet Burgers
Kid's Sundae,376,18,49,Red Robin Gourmet Burgers
Classic Chocolate Milkshake,437,16,71,Red Robin Gourmet Burgers
Monster Malt Peach,815,30,129,Red Robin Gourmet Burgers
Monster Shake Strawberry,579,27,83,Red Robin Gourmet Burgers
Absolutely Absolut Freckled Lemonade,350,0,39,Red Robin Gourmet Burgers
Sand In Your Shorts,357,0,51,Red Robin Gourmet Burgers
One Great Margarita - Raspberry,576,0,83,Red Robin Gourmet Burgers
Gold Margarita - Peach,274,0,45,Red Robin Gourmet Burgers
Goat Cheese Peppadew Peppers ,360,18,42,Romano's Macaroni Grill
Caprese Panini ,920,61,62,Romano's Macaroni Grill
Roasted Mushroom Soup ,220,10,18,Romano's Macaroni Grill
Caprese ,480,40,10,Romano's Macaroni Grill
"Mac &amp; Cheese Bites, Truffle Dip ",990,78,45,Romano's Macaroni Grill
Ricotta Meatball Sliders ,740,45,62,Romano's Macaroni Grill
Sausage &amp; Kale Soup ,170,8,14,Romano's Macaroni Grill
Parmesan Fries ,790,57,61,Romano's Macaroni Grill
Side Of Parmesan Fries ,700,48,59,Romano's Macaroni Grill
Fresh Greens Salad (Includes Dressing) ,110,8,9,Romano's Macaroni Grill
Salad Sampler (Includes Dressing) ,1030,80,36,Romano's Macaroni Grill
Wild Mushroom &amp; Goat Cheese Flatbread ,910,46,83,Romano's Macaroni Grill
Fettuccine Alfredo With Shrimp ,1350,87,91,Romano's Macaroni Grill
Chicken &amp; Mushroom Cannelloni ,780,68,39,Romano's Macaroni Grill
Parmesan-Crusted Sole ,1550,104,99,Romano's Macaroni Grill
Whole Wheat Fettuccine ,490,7,88,Romano's Macaroni Grill
Fresh Spinach ,5,0,1,Romano's Macaroni Grill
Shrimp ,180,15,0,Romano's Macaroni Grill
Gelato: Dark Chocolate ,260,12,36,Romano's Macaroni Grill
Pomegranate Italian Soda ,130,0,31,Romano's Macaroni Grill
Margarita Prima ,440,0,52,Romano's Macaroni Grill
Baked Prosciutto &amp; Mozzarella ,800,46,53,Romano's Macaroni Grill
Stuffed Mushrooms ,640,66,21,Romano's Macaroni Grill
Side Fresh Greens Salad (Includes Dressing) ,110,8,9,Romano's Macaroni Grill
Capellini Pomodoro ,340,11,55,Romano's Macaroni Grill
Lentil Soup ,440,12,28,Romano's Macaroni Grill
Eggplant Quadratini ,910,33,115,Romano's Macaroni Grill
Lobster Ravioli ,710,41,39,Romano's Macaroni Grill
Chicken Parmesan ,940,57,74,Romano's Macaroni Grill
Pan-Roasted Pork Chop ,1370,91,58,Romano's Macaroni Grill
Arrabbiata Sauce ,230,11,21,Romano's Macaroni Grill
Roasted Peppers ,5,0,2,Romano's Macaroni Grill
Chicken Strips With Fries ,650,37,58,Romano's Macaroni Grill
Homemade Chocolate Cake ,990,56,114,Romano's Macaroni Grill
San Pellegrino® Sparkling Mineral Water ,0,0,0,Romano's Macaroni Grill
Calamari Fritti ,850,51,58,Romano's Macaroni Grill
Spicy Herb-Roasted Mussels ,1240,66,92,Romano's Macaroni Grill
Half Roasted Turkey ,300,13,26,Romano's Macaroni Grill
Whole Wheat Fettuccine ,530,23,52,Romano's Macaroni Grill
Sausage &amp; Kale Soup ,170,8,14,Romano's Macaroni Grill
Pesto Spaghetti ,1140,55,103,Romano's Macaroni Grill
Mom’S Ricotta Meatballs &amp; Spaghetti (Bolognese) ,1190,70,95,Romano's Macaroni Grill
Chicken Under A Brick ,1440,115,24,Romano's Macaroni Grill
Capellini ,340,6,61,Romano's Macaroni Grill
Bolognese Sauce ,430,25,20,Romano's Macaroni Grill
Snap Peas ,10,0,2,Romano's Macaroni Grill
Grilled Chicken &amp; Pasta ,350,6,43,Romano's Macaroni Grill
New York Style Cheesecake ,760,52,61,Romano's Macaroni Grill
Ginger Root Soda ,150,2,36,Romano's Macaroni Grill
Bruschetta Crostini ,460,34,30,Romano's Macaroni Grill
"Shrimp, Cannellini Bean &amp; Avocado Crostini ",650,47,41,Romano's Macaroni Grill
Half Caprese Panini ,460,31,31,Romano's Macaroni Grill
Carmela’S Chicken ,460,15,56,Romano's Macaroni Grill
Roasted Mushroom Soup ,220,10,18,Romano's Macaroni Grill
Pasta Di Mare ,1320,58,118,Romano's Macaroni Grill
Mama’S Trio ,1510,98,96,Romano's Macaroni Grill
Chicken Scaloppine ,1180,81,55,Romano's Macaroni Grill
Veal Saltimbocca ,1320,73,81,Romano's Macaroni Grill
Basil Pesto Sauce ,560,59,4,Romano's Macaroni Grill
Roasted Tomatoes ,15,1,1,Romano's Macaroni Grill
Chicken Strips With Salad ,470,32,22,Romano's Macaroni Grill
Lemon Passion ,580,33,65,Romano's Macaroni Grill
Coffee ,0,0,0,Romano's Macaroni Grill
Crispy Artichoke Potato Cakes ,820,72,41,Romano's Macaroni Grill
Peasant Bread ,480,6,89,Romano's Macaroni Grill
Pomodorina Soup ,190,12,16,Romano's Macaroni Grill
Bibb &amp; Blue (Includes Dressing) ,680,56,23,Romano's Macaroni Grill
Italian Sausage Pizza ,1100,52,100,Romano's Macaroni Grill
Whole Wheat Fettuccine ,1060,46,105,Romano's Macaroni Grill
Mom’S Ricotta Meatballs &amp; Spaghetti (Pomodoro) ,960,55,91,Romano's Macaroni Grill
Grilled Chicken Spiedini ,410,11,38,Romano's Macaroni Grill
Farfalle ,450,4,91,Romano's Macaroni Grill
Garlic Cream Sauce ,270,20,14,Romano's Macaroni Grill
Italian Sausage ,430,39,2,Romano's Macaroni Grill
Mac &amp; Cheese ,630,29,66,Romano's Macaroni Grill
Quattro Cannoli ,320,27,45,Romano's Macaroni Grill
Limonata Nojito ,170,0,47,Romano's Macaroni Grill
Sorrento Lemonade ,390,0,35,Romano's Macaroni Grill
Spicy Ricotta Meatballs ,370,29,17,Romano's Macaroni Grill
